img;hash:-1563573296;xhash:-1631287657;path:H:\pozemok Nova Bana\fotky\prerabka\izba\DSC01070.JPG;x:929.063;y:854.961;tx:925.89;ty:851.288;
img;hash:-1958512036;xhash:-1660642056;path:H:\pozemok Nova Bana\fotky\prerabka\kupelna\IMG_20171227_172418.jpg;x:933.008;y:843.27;tx:935.479;ty:848.139;
img;hash:446430138;xhash:-112173193;path:H:\pozemok Nova Bana\fotky\DSC09683.JPG;x:932.659;y:899.579;tx:904.202;ty:864.2;
img;hash:-2132995588;xhash:920560906;path:h:\pozemok Nova Bana\fotky\DSC09861.JPG;x:908.792;y:860.408;tx:941.118;ty:934.663;
img;hash:794902082;xhash:-1436997664;path:H:\pozemok Nova Bana\fotky\DSC00044.JPG;x:784.018;y:476.539;tx:812.2;ty:570.324;
img;hash:-556998684;xhash:-577616546;path:h:\pozemok Nova Bana\fotky\16 zima sk\DSC01526.JPG;x:872.307;y:816.923;tx:837.085;ty:813.222;
img;hash:446196656;xhash:1762415500;path:H:\pozemok Nova Bana\fotky\prerabka\dvor za humnom\IMG_20170708_190842.jpg;x:874.028;y:811.0;tx:855.066;ty:802.621;
img;hash:-203074868;xhash:1786108942;path:H:\pozemok Nova Bana\fotky\17 leto\IMG_20170911_172332.jpg;x:896.222;y:968.193;tx:901.362;ty:1216.121;
img;hash:781430712;xhash:-993683830;path:H:\pozemok Nova Bana\fotky\prerabka\odvodnenie\IMG_20171007_170730.jpg;x:896.133;y:847.993;tx:899.256;ty:849.629;
img;hash:-1167635637;xhash:-1120231115;path:H:\pozemok Nova Bana\fotky\prerabka\dvor\IMG_20170629_150446.jpg;x:942.261;y:826.394;tx:907.168;ty:823.581;
img;hash:304419595;xhash:-841312735;path:H:\pozemok Nova Bana\fotky\16 zima sk\DSC00805.JPG;x:-198.321;y:-130.728;
img;hash:226823345;xhash:-741972381;path:H:\pozemok Nova Bana\fotky\prerabka\kupelna hore\DSC01167.JPG;x:917.958;y:858.057;tx:914.928;ty:857.522;
img;hash:691968008;xhash:684966546;path:H:\pozemok Nova Bana\fotky\prerabka\dvor za humnom\DSC08772.JPG;x:816.927;y:815.461;tx:886.967;ty:816.762;
img;hash:309097306;xhash:-1730100156;path:H:\pozemok Nova Bana\detaily\DSC09709.JPG;x:905.13;y:815.346;tx:911.577;ty:846.02;
img;hash:1042472735;xhash:265720758;path:h:\pozemok Nova Bana\fotky\16 zima sk\DSC01211.JPG;x:915.087;y:820.091;tx:928.505;ty:816.046;
img;hash:418359760;xhash:108970940;path:h:\pozemok Nova Bana\detaily\DSC09743.JPG;x:900.079;y:841.754;tx:898.133;ty:843.163;
